experiment,final_reward,max_reward,steps,best_model,plot
shuffled_rope_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed1042,97.5781,115.9878,243912,ppo_highway_best_shuffled_rope_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed1042.pth,ppo_highway_rewards_shuffled_rope_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed1042.png
shuffled_rope_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed2042,101.4853,101.4853,242539,ppo_highway_best_shuffled_rope_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed2042.pth,ppo_highway_rewards_shuffled_rope_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed2042.png
shuffled_rope_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed42,93.6115,106.2946,258048,ppo_highway_best_shuffled_rope_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed42.pth,ppo_highway_rewards_shuffled_rope_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed42.png
shuffled_rope_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed1042,117.4193,117.4193,273784,ppo_highway_best_shuffled_rope_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed1042.pth,ppo_highway_rewards_shuffled_rope_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed1042.png
shuffled_rope_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed2042,104.6247,108.6935,248688,ppo_highway_best_shuffled_rope_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed2042.pth,ppo_highway_rewards_shuffled_rope_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed2042.png
shuffled_rope_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed42,130.8973,130.8973,246960,ppo_highway_best_shuffled_rope_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed42.pth,ppo_highway_rewards_shuffled_rope_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed42.png
shuffled_rope_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed1042,122.6714,122.6714,265388,ppo_highway_best_shuffled_rope_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed1042.pth,ppo_highway_rewards_shuffled_rope_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed1042.png
shuffled_rope_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed2042,109.0434,109.0434,261496,ppo_highway_best_shuffled_rope_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed2042.pth,ppo_highway_rewards_shuffled_rope_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed2042.png
shuffled_rope_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed42,84.2213,104.9104,243275,ppo_highway_best_shuffled_rope_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed42.pth,ppo_highway_rewards_shuffled_rope_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed42.png
shuffled_rope_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed1042,104.3411,119.2846,234847,ppo_highway_best_shuffled_rope_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed1042.pth,ppo_highway_rewards_shuffled_rope_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed1042.png
shuffled_rope_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed2042,122.6122,122.6122,273984,ppo_highway_best_shuffled_rope_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed2042.pth,ppo_highway_rewards_shuffled_rope_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed2042.png
shuffled_rope_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed42,119.8877,120.4268,269142,ppo_highway_best_shuffled_rope_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed42.pth,ppo_highway_rewards_shuffled_rope_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed42.png
shuffled_rope_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed1042,133.4997,133.5711,246505,ppo_highway_best_shuffled_rope_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed1042.pth,ppo_highway_rewards_shuffled_rope_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed1042.png
shuffled_rope_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed2042,105.8111,106.6506,266192,ppo_highway_best_shuffled_rope_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed2042.pth,ppo_highway_rewards_shuffled_rope_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed2042.png
shuffled_rope_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed42,128.9692,130.9112,255352,ppo_highway_best_shuffled_rope_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed42.pth,ppo_highway_rewards_shuffled_rope_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed42.png
shuffled_rope_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed1042,105.4566,108.3118,262744,ppo_highway_best_shuffled_rope_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed1042.pth,ppo_highway_rewards_shuffled_rope_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed1042.png
shuffled_rope_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed2042,116.5414,139.3465,217783,ppo_highway_best_shuffled_rope_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed2042.pth,ppo_highway_rewards_shuffled_rope_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed2042.png
shuffled_rope_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed42,108.5725,108.5725,229151,ppo_highway_best_shuffled_rope_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed42.pth,ppo_highway_rewards_shuffled_rope_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed42.png
shuffled_rope_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed1042,111.5753,125.7865,250856,ppo_highway_best_shuffled_rope_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed1042.pth,ppo_highway_rewards_shuffled_rope_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed1042.png
shuffled_rope_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed2042,114.4617,114.4617,264898,ppo_highway_best_shuffled_rope_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed2042.pth,ppo_highway_rewards_shuffled_rope_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed2042.png
shuffled_rope_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed42,112.8050,119.6777,265170,ppo_highway_best_shuffled_rope_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed42.pth,ppo_highway_rewards_shuffled_rope_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed42.png
shuffled_rope_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed1042,120.2926,126.1199,235332,ppo_highway_best_shuffled_rope_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed1042.pth,ppo_highway_rewards_shuffled_rope_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed1042.png
shuffled_rope_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed2042,102.8785,112.0242,270536,ppo_highway_best_shuffled_rope_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed2042.pth,ppo_highway_rewards_shuffled_rope_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed2042.png
shuffled_rope_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed42,98.1053,107.2996,251256,ppo_highway_best_shuffled_rope_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed42.pth,ppo_highway_rewards_shuffled_rope_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed42.png
sorted_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed1042,120.0389,125.9532,233746,ppo_highway_best_sorted_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed1042.pth,ppo_highway_rewards_sorted_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed1042.png
sorted_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed2042,123.3965,128.0932,231424,ppo_highway_best_sorted_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed2042.pth,ppo_highway_rewards_sorted_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed2042.png
sorted_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed42,122.0790,127.2909,247808,ppo_highway_best_sorted_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed42.pth,ppo_highway_rewards_sorted_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed42.png
sorted_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed1042,120.0389,125.9532,233746,ppo_highway_best_sorted_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed1042.pth,ppo_highway_rewards_sorted_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed1042.png
sorted_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed2042,123.3965,128.0932,231424,ppo_highway_best_sorted_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed2042.pth,ppo_highway_rewards_sorted_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed2042.png
sorted_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed42,122.0790,127.2909,247808,ppo_highway_best_sorted_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed42.pth,ppo_highway_rewards_sorted_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed42.png
sorted_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed1042,120.0389,125.9532,233746,ppo_highway_best_sorted_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed1042.pth,ppo_highway_rewards_sorted_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed1042.png
sorted_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed2042,123.3965,128.0932,231424,ppo_highway_best_sorted_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed2042.pth,ppo_highway_rewards_sorted_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed2042.png
sorted_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed42,122.0790,127.2909,247808,ppo_highway_best_sorted_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed42.pth,ppo_highway_rewards_sorted_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed42.png
sorted_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed1042,127.8022,128.5571,264192,ppo_highway_best_sorted_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed1042.pth,ppo_highway_rewards_sorted_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed1042.png
sorted_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed2042,132.6172,132.6172,260896,ppo_highway_best_sorted_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed2042.pth,ppo_highway_rewards_sorted_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed2042.png
sorted_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed42,136.8270,137.5259,269288,ppo_highway_best_sorted_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed42.pth,ppo_highway_rewards_sorted_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed42.png
sorted_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed1042,127.8022,128.5571,264192,ppo_highway_best_sorted_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed1042.pth,ppo_highway_rewards_sorted_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed1042.png
sorted_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed2042,132.6172,132.6172,260896,ppo_highway_best_sorted_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed2042.pth,ppo_highway_rewards_sorted_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed2042.png
sorted_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed42,136.8270,137.5259,269288,ppo_highway_best_sorted_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed42.pth,ppo_highway_rewards_sorted_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed42.png
sorted_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed1042,127.8022,128.5571,264192,ppo_highway_best_sorted_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed1042.pth,ppo_highway_rewards_sorted_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed1042.png
sorted_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed2042,132.6172,132.6172,260896,ppo_highway_best_sorted_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed2042.pth,ppo_highway_rewards_sorted_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed2042.png
sorted_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed42,136.8270,137.5259,269288,ppo_highway_best_sorted_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed42.pth,ppo_highway_rewards_sorted_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed42.png
sorted_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed1042,96.9049,130.0149,241408,ppo_highway_best_sorted_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed1042.pth,ppo_highway_rewards_sorted_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed1042.png
sorted_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed2042,130.7995,130.7995,269688,ppo_highway_best_sorted_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed2042.pth,ppo_highway_rewards_sorted_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed2042.png
sorted_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed42,86.7809,93.9728,249281,ppo_highway_best_sorted_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed42.pth,ppo_highway_rewards_sorted_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed42.png
sorted_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed1042,96.9049,130.0149,241408,ppo_highway_best_sorted_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed1042.pth,ppo_highway_rewards_sorted_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed1042.png
sorted_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed2042,130.7995,130.7995,269688,ppo_highway_best_sorted_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed2042.pth,ppo_highway_rewards_sorted_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed2042.png
sorted_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed42,86.7809,93.9728,249281,ppo_highway_best_sorted_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed42.pth,ppo_highway_rewards_sorted_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed42.png
sorted_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed1042,96.9049,130.0149,241408,ppo_highway_best_sorted_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed1042.pth,ppo_highway_rewards_sorted_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed1042.png
sorted_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed2042,130.7995,130.7995,269688,ppo_highway_best_sorted_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed2042.pth,ppo_highway_rewards_sorted_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed2042.png
sorted_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed42,86.7809,93.9728,249281,ppo_highway_best_sorted_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed42.pth,ppo_highway_rewards_sorted_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed42.png
sorted_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed1042,113.3057,133.7883,237504,ppo_highway_best_sorted_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed1042.pth,ppo_highway_rewards_sorted_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed1042.png
sorted_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed2042,108.0399,112.1129,262944,ppo_highway_best_sorted_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed2042.pth,ppo_highway_rewards_sorted_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed2042.png
sorted_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed42,135.6114,135.6114,272336,ppo_highway_best_sorted_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed42.pth,ppo_highway_rewards_sorted_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed42.png
sorted_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed1042,113.3057,133.7883,237504,ppo_highway_best_sorted_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed1042.pth,ppo_highway_rewards_sorted_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed1042.png
sorted_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed2042,108.0399,112.1129,262944,ppo_highway_best_sorted_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed2042.pth,ppo_highway_rewards_sorted_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed2042.png
sorted_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed42,135.6114,135.6114,272336,ppo_highway_best_sorted_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed42.pth,ppo_highway_rewards_sorted_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed42.png
sorted_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed1042,113.3057,133.7883,237504,ppo_highway_best_sorted_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed1042.pth,ppo_highway_rewards_sorted_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed1042.png
sorted_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed2042,108.0399,112.1129,262944,ppo_highway_best_sorted_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed2042.pth,ppo_highway_rewards_sorted_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed2042.png
sorted_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed42,135.6114,135.6114,272336,ppo_highway_best_sorted_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed42.pth,ppo_highway_rewards_sorted_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed42.png
sorted_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed1042,115.7746,115.7746,272336,ppo_highway_best_sorted_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed1042.pth,ppo_highway_rewards_sorted_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed1042.png
sorted_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed2042,112.0424,126.0755,268288,ppo_highway_best_sorted_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed2042.pth,ppo_highway_rewards_sorted_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed2042.png
sorted_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed42,105.2060,105.2060,268040,ppo_highway_best_sorted_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed42.pth,ppo_highway_rewards_sorted_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed42.png
