experiment,final_reward,max_reward,steps,best_model,plot
shuffled_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed42,136.8270,137.5259,269288,ppo_highway_best_shuffled_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed42.pth,ppo_highway_rewards_shuffled_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed42.png
shuffled_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed1042,96.9049,130.0149,241408,ppo_highway_best_shuffled_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed1042.pth,ppo_highway_rewards_shuffled_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed1042.png
shuffled_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed2042,130.7995,130.7995,269688,ppo_highway_best_shuffled_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed2042.pth,ppo_highway_rewards_shuffled_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed2042.png
shuffled_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed42,86.7809,93.9728,249281,ppo_highway_best_shuffled_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed42.pth,ppo_highway_rewards_shuffled_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed42.png
shuffled_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed1042,96.9049,130.0149,241408,ppo_highway_best_shuffled_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed1042.pth,ppo_highway_rewards_shuffled_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed1042.png
shuffled_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed2042,130.7995,130.7995,269688,ppo_highway_best_shuffled_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed2042.pth,ppo_highway_rewards_shuffled_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed2042.png
shuffled_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed42,86.7809,93.9728,249281,ppo_highway_best_shuffled_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed42.pth,ppo_highway_rewards_shuffled_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed42.png
shuffled_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed1042,96.9049,130.0149,241408,ppo_highway_best_shuffled_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed1042.pth,ppo_highway_rewards_shuffled_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed1042.png
shuffled_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed2042,130.7995,130.7995,269688,ppo_highway_best_shuffled_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed2042.pth,ppo_highway_rewards_shuffled_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed2042.png
shuffled_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed42,86.7809,93.9728,249281,ppo_highway_best_shuffled_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed42.pth,ppo_highway_rewards_shuffled_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed42.png
shuffled_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed1042,113.3057,133.7883,237504,ppo_highway_best_shuffled_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed1042.pth,ppo_highway_rewards_shuffled_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed1042.png
shuffled_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed2042,108.0399,112.1129,262944,ppo_highway_best_shuffled_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed2042.pth,ppo_highway_rewards_shuffled_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed2042.png
shuffled_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed42,135.6114,135.6114,272336,ppo_highway_best_shuffled_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed42.pth,ppo_highway_rewards_shuffled_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed42.png
shuffled_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed1042,113.3057,133.7883,237504,ppo_highway_best_shuffled_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed1042.pth,ppo_highway_rewards_shuffled_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed1042.png
shuffled_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed2042,108.0399,112.1129,262944,ppo_highway_best_shuffled_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed2042.pth,ppo_highway_rewards_shuffled_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed2042.png
shuffled_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed42,135.6114,135.6114,272336,ppo_highway_best_shuffled_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed42.pth,ppo_highway_rewards_shuffled_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed42.png
shuffled_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed1042,113.3057,133.7883,237504,ppo_highway_best_shuffled_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed1042.pth,ppo_highway_rewards_shuffled_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed1042.png
shuffled_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed2042,108.0399,112.1129,262944,ppo_highway_best_shuffled_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed2042.pth,ppo_highway_rewards_shuffled_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed2042.png
shuffled_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed42,135.6114,135.6114,272336,ppo_highway_best_shuffled_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed42.pth,ppo_highway_rewards_shuffled_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed42.png
shuffled_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed1042,115.7746,115.7746,272336,ppo_highway_best_shuffled_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed1042.pth,ppo_highway_rewards_shuffled_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed1042.png
shuffled_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed2042,112.0424,126.0755,268288,ppo_highway_best_shuffled_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed2042.pth,ppo_highway_rewards_shuffled_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed2042.png
shuffled_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed42,105.2060,105.2060,268040,ppo_highway_best_shuffled_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed42.pth,ppo_highway_rewards_shuffled_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed42.png
shuffled_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed1042,115.7746,115.7746,272336,ppo_highway_best_shuffled_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed1042.pth,ppo_highway_rewards_shuffled_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed1042.png
shuffled_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed2042,112.0424,126.0755,268288,ppo_highway_best_shuffled_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed2042.pth,ppo_highway_rewards_shuffled_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed2042.png
shuffled_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed42,105.2060,105.2060,268040,ppo_highway_best_shuffled_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed42.pth,ppo_highway_rewards_shuffled_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed42.png
shuffled_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed1042,115.7746,115.7746,272336,ppo_highway_best_shuffled_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed1042.pth,ppo_highway_rewards_shuffled_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed1042.png
shuffled_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed2042,112.0424,126.0755,268288,ppo_highway_best_shuffled_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed2042.pth,ppo_highway_rewards_shuffled_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed2042.png
shuffled_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed42,105.2060,105.2060,268040,ppo_highway_best_shuffled_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed42.pth,ppo_highway_rewards_shuffled_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed42.png
shuffled_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed1042,110.4705,116.4081,266640,ppo_highway_best_shuffled_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed1042.pth,ppo_highway_rewards_shuffled_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed1042.png
shuffled_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed2042,127.7685,135.5226,231176,ppo_highway_best_shuffled_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed2042.pth,ppo_highway_rewards_shuffled_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed2042.png
shuffled_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed42,118.0541,118.0541,275632,ppo_highway_best_shuffled_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed42.pth,ppo_highway_rewards_shuffled_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed42.png
shuffled_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed1042,110.4705,116.4081,266640,ppo_highway_best_shuffled_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed1042.pth,ppo_highway_rewards_shuffled_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed1042.png
shuffled_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed2042,127.7685,135.5226,231176,ppo_highway_best_shuffled_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed2042.pth,ppo_highway_rewards_shuffled_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed2042.png
shuffled_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed42,118.0541,118.0541,275632,ppo_highway_best_shuffled_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed42.pth,ppo_highway_rewards_shuffled_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed42.png
shuffled_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed1042,110.4705,116.4081,266640,ppo_highway_best_shuffled_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed1042.pth,ppo_highway_rewards_shuffled_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed1042.png
shuffled_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed2042,127.7685,135.5226,231176,ppo_highway_best_shuffled_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed2042.pth,ppo_highway_rewards_shuffled_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed2042.png
shuffled_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed42,118.0541,118.0541,275632,ppo_highway_best_shuffled_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed42.pth,ppo_highway_rewards_shuffled_lr0.0003_hidden_dim512_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed42.png
shuffled_rankpe_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed1042,110.9991,112.6692,255726,ppo_highway_best_shuffled_rankpe_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed1042.pth,ppo_highway_rewards_shuffled_rankpe_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed1042.png
shuffled_rankpe_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed2042,118.1298,118.6581,265904,ppo_highway_best_shuffled_rankpe_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed2042.pth,ppo_highway_rewards_shuffled_rankpe_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed2042.png
shuffled_rankpe_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed42,126.8889,126.8889,272136,ppo_highway_best_shuffled_rankpe_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed42.pth,ppo_highway_rewards_shuffled_rankpe_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed42.png
shuffled_rankpe_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed1042,76.9021,105.5655,257689,ppo_highway_best_shuffled_rankpe_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed1042.pth,ppo_highway_rewards_shuffled_rankpe_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed1042.png
shuffled_rankpe_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed2042,140.8664,140.8664,255152,ppo_highway_best_shuffled_rankpe_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed2042.pth,ppo_highway_rewards_shuffled_rankpe_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed2042.png
shuffled_rankpe_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed42,116.2577,117.3489,261096,ppo_highway_best_shuffled_rankpe_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed42.pth,ppo_highway_rewards_shuffled_rankpe_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed42.png
shuffled_rankpe_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed1042,136.4274,136.4274,271936,ppo_highway_best_shuffled_rankpe_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed1042.pth,ppo_highway_rewards_shuffled_rankpe_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed1042.png
shuffled_rankpe_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed2042,123.7810,136.8608,272384,ppo_highway_best_shuffled_rankpe_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed2042.pth,ppo_highway_rewards_shuffled_rankpe_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed2042.png
shuffled_rankpe_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed42,113.4901,123.2289,270088,ppo_highway_best_shuffled_rankpe_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed42.pth,ppo_highway_rewards_shuffled_rankpe_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed8_seed42.png
shuffled_rankpe_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed1042,74.1825,100.6034,250422,ppo_highway_best_shuffled_rankpe_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed1042.pth,ppo_highway_rewards_shuffled_rankpe_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed1042.png
shuffled_rankpe_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed2042,117.7755,118.0680,261793,ppo_highway_best_shuffled_rankpe_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed2042.pth,ppo_highway_rewards_shuffled_rankpe_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed2042.png
shuffled_rankpe_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed42,132.7836,132.7836,242464,ppo_highway_best_shuffled_rankpe_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed42.pth,ppo_highway_rewards_shuffled_rankpe_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed16_seed42.png
shuffled_rankpe_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed1042,119.7457,119.7457,257008,ppo_highway_best_shuffled_rankpe_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed1042.pth,ppo_highway_rewards_shuffled_rankpe_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed1042.png
shuffled_rankpe_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed2042,119.0862,126.7039,267240,ppo_highway_best_shuffled_rankpe_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed2042.pth,ppo_highway_rewards_shuffled_rankpe_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed2042.png
shuffled_rankpe_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed42,83.2977,83.2977,254152,ppo_highway_best_shuffled_rankpe_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed42.pth,ppo_highway_rewards_shuffled_rankpe_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed4_seed42.png
shuffled_rankpe_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed1042,116.0823,118.9986,224646,ppo_highway_best_shuffled_rankpe_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed1042.pth,ppo_highway_rewards_shuffled_rankpe_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed1042.png
shuffled_rankpe_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed2042,128.5381,128.5381,249208,ppo_highway_best_shuffled_rankpe_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed2042.pth,ppo_highway_rewards_shuffled_rankpe_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed2042.png
shuffled_rankpe_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed42,134.6883,134.6883,272784,ppo_highway_best_shuffled_rankpe_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed42.pth,ppo_highway_rewards_shuffled_rankpe_lr0.0003_hidden_dim256_clip_eps0.2_entropy_coef0.005_epochs8_batch_size64_d_embed8_seed42.png
shuffled_rankpe_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed1042,117.0391,117.0391,259588,ppo_highway_best_shuffled_rankpe_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed1042.pth,ppo_highway_rewards_shuffled_rankpe_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed1042.png
shuffled_rankpe_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed2042,127.0873,127.6538,250298,ppo_highway_best_shuffled_rankpe_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed2042.pth,ppo_highway_rewards_shuffled_rankpe_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed2042.png
shuffled_rankpe_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed42,101.5744,115.8456,228328,ppo_highway_best_shuffled_rankpe_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed42.pth,ppo_highway_rewards_shuffled_rankpe_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed16_seed42.png
shuffled_rankpe_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed1042,131.8807,132.9040,268888,ppo_highway_best_shuffled_rankpe_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed1042.pth,ppo_highway_rewards_shuffled_rankpe_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed1042.png
shuffled_rankpe_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed2042,127.9525,127.9525,270736,ppo_highway_best_shuffled_rankpe_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed2042.pth,ppo_highway_rewards_shuffled_rankpe_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed2042.png
shuffled_rankpe_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed42,123.1590,133.6263,261896,ppo_highway_best_shuffled_rankpe_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed42.pth,ppo_highway_rewards_shuffled_rankpe_lr0.0003_hidden_dim384_clip_eps0.2_entropy_coef0.005_epochs8_batch_size32_d_embed4_seed42.png
